cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,csMPa
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.73
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28,19.99
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3,15.04
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,42.13
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.62
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,23.84
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28,35.23
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28,31.18
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,27.87
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,38.56
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28,42.64
132.0,207.0,161.0,179.0,5.0,867.0,736.0,28,33.3
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.54
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.78
136.0,162.0,126.0,172.0,10.0,923.0,764.0,28,29.07
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,32.88
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.9
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,31.54
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,32.76
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28,37.91
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,25.56
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,17.44
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28,57.22
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,50.53
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,14.31
152.7,144.7,0.0,178.1,8.0,999.7,822.2,28,19.01
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7,10.09
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,13.18
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,30.28
380.0,0.0,0.0,228.0,0.0,932.0,670.0,365,52.52
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28,28.47
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,40.86
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28,26.23
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,34.2
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,9.62
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22
313.0,145.0,0.0,178.0,8.0,867.0,824.0,28,44.39
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.77
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7,50.51
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28,39.05
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,25.12
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57
194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.3
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,31.18
424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,62.05
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.03
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.8
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.3
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,38.0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,38.61
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.79
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.49
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.4
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,36.94
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,25.37
152.0,0.0,112.0,184.0,8.0,992.0,816.0,28,12.18
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28,37.17
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06
135.0,105.0,193.0,196.0,6.0,965.0,643.0,28,21.91
238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,44.3
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28,45.3
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.42
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,42.62
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,15.44
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.8
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,21.97
326.5,0.0,137.9,199.0,10.8,801.1,792.5,28,38.63
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.06
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28,56.62
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27
222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,11.58
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28,56.61
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7,24.0
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28,46.23
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.72
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4
277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.99
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,28.02
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28,32.4
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,53.1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.8
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28,30.08
321.4,0.0,127.9,182.5,11.5,870.1,779.7,28,37.27
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,43.7
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,21.65
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.07
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,10.03
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.8
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.18
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.44
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,40.66
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.6
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.7
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.56
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,44.21
145.0,0.0,134.0,181.0,11.0,979.0,812.0,28,13.2
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.94
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05
424.0,22.0,132.0,168.0,8.9,822.0,750.0,3,32.11
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28,26.4
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,25.08
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28,37.26
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,42.42
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,23.52
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28,25.56
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.84
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,33.96
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28,15.57
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.75
318.0,0.0,126.0,210.0,6.0,861.0,737.0,28,40.06
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28,23.74
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,43.57
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,41.05
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,31.02
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.2
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28,65.91
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.3
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28,44.28
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.2
152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28,26.86
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.76
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100,40.57
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.3
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28,18.29
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2
313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28,44.52
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4
313.0,161.0,0.0,178.0,10.0,917.0,759.0,28,52.44
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,25.18
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.8
149.0,139.0,109.0,193.0,6.0,892.0,780.0,28,23.69
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.27
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,9.13
313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28,36.8
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28,19.01
312.7,0.0,0.0,178.1,8.0,999.7,822.2,28,25.1
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365,39.0
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,74.17
387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,22.75
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28,29.87
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.19
154.0,174.0,185.0,228.0,7.0,845.0,612.0,28,24.34
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28,44.52
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.5
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28,31.65
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.43
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28,36.44
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,39.0
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.7
238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,19.93
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.37
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.22
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.7
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7,7.72
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28,44.87
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28,26.14
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.2
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.23
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,51.04
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28,65.91
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28,9.74
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,54.9
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28,37.36
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73
280.0,129.0,100.0,172.0,9.0,825.0,805.0,28,52.82
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.1
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,71.62
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28,35.87
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.1
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28,46.24
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28,57.21
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.94
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.68
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28,18.03
298.2,0.0,107.0,209.7,11.1,879.6,744.2,28,31.88
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.5
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.4
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,3.32
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,21.02
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.4
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.97
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,36.97
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1,6.27
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28,15.42
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73
